1000000,0x2935841cbd6118bfbf276727ba30977f7e396537e062450aa6f2245b4fad17d3,5,0.007657051086425781,115,81
1000000,0x21a0c17fba903ef62a4f880356935a5b14b31f1efee000abce7a53acc34c0e53,5,0.008801460266113281,126,91
1000000,0x3a25a9b9bf8e84c945e71237e95d1ce679637289e5839125423e3cabc3d9798e,5,0.009358406066894531,137,101
1000000,0x11fd91610b963177799b9758d1cf69e342f14469130a59443d343841b19f9874,5,0.009442329406738281,138,102
1000000,0x9bfedb31096f792a3da4a61ed9b8f613602a4207655f74b8efaef8681dce0c2f,5,0.010359764099121094,156,115
1000000,0xbb1f5c58531af585ec409ea4d72489d853f08b86a6f7961602abfc063019373e,5,0.02428913116455078,407,292
1000000,0x0e29f74d3eef632d4fa0212d145a54a4c3ff02f411b2f63e5f227e1431881f44,5,0.025275230407714844,417,299
1000000,0xe355f5897e05561264078f5c66cc858ad817f12e07b90d817e9baf0df68df1db,5,0.03985023498535156,591,422
1000000,0x44038d3a2f14784e0ef5d01aa9c4db9cd01d6578e7eabb793b6d16dd7e61a1eb,5,0.041243553161621094,588,426
1000000,0x0d391db430657599c3bd6ab12998ba7bd7427a634b21cd03cab40679a977afef,5,0.04168510437011719,698,494
1000000,0x39b3a9fb11ee3a667860b40c4c0619c5836ef2c5e694338affb3196d6a84d3e2,5,0.05141258239746094,758,540
1000000,0xf09c25156538886f82545c7ef30ef24370802ef0adfa34effb2edce20f29bfa0,5,0.05887413024902344,932,676
1000000,0x97adb92157b52be76d7edb7fd71d372d79a737964997ccfe68cb9638f43c3e73,5,0.0890054702758789,1268,935
1000000,0x2c5072fa2135a79431e2cc529390a71dfd42f6dfc80d8d40275ef7d63e897aa1,5,0.09997177124023438,1593,1187
1000000,0x59162749b0c41a28395f6c5e1a5716c677a59379dd6ba08df88fc31a70e81193,5,0.12387657165527344,1719,1289
1000000,0x49a59d7e63e5be3f85573d15bb50c9ebd542950f293caaf9926282d1fcea74e2,5,0.13599872589111328,1970,1472
1000000,0xdb1e287f8520846e42ad25dd5494cd4bf0cfc62c6e56d566d519cebe7cfc783c,5,0.1598224639892578,2535,1889
1000000,0xc8ba56ee5f471aa4950c2b17c3be6144805fec99fa6a54c4a97c337c983e155e,5,0.16486263275146484,2657,2001
1000000,0x499b18effec60ac208dbb68e8c708d2f444514934cedab331a8de80482ee6b13,5,0.16991615295410156,2458,1864
1000000,0xb4be8a83b6a1df19993f3eb14c5e1b355f8f0ddf8977642c7619945dcf1022db,5,0.17895793914794922,2362,1772
1000000,0x65fe00220ce3d391e871884d1c948fb63e36ea66fe7b46a3a8bb57e6b5c5fe5a,6,0.15835857391357422,2086,1572
1000000,0x44b1dbd1b0f630a6327fc43ac3247f45e1e28094e63873ad9a09157a3597a0dd,6,0.16047096252441406,2342,1761
1000000,0x995e5262427f74563a5a28d7939f3afa1fe74de9c6782eaf1c974f0f6a1e0389,6,0.1802959442138672,2710,2042
1000000,0x246e3468466c652d61283aa20798ec36cc644e817c0f55e7096663993d96ff82,6,0.27048492431640625,3241,2422
1000000,0x7207ab1266bb80703d5f10525b56cf1452f6318e0c0bced80eb98fa77d433c87,6,0.6884746551513672,11493,8238
1000000,0x323f0dc67ed1d8bc1fb988408b87a7970ec3601e8ffabd791e2fb630a65da6ea,6,0.7244749069213867,10505,7544
1000000,0xfa0fc15045cb8b11ff76ff00d86b156792a929acefdb434134a14356cbc3f67e,6,1.0466909408569336,15256,11016
1000000,0x79665ae233dd2a0b09974e73313894d20cb132c56b1493dee51e0f8c465c08f2,7,1.3143634796142578,21738,16001
1000000,0x3afe12a0834a48f966348091efe5dce9903454b5aa5509fa6adbd53d6f9cb232,7,1.3798751831054688,21501,15800
1000000,0xee6a3a207c761ce51c30bba158a0abfb1a6fcc8d8fa1d57e46369719b21c6da9,7,1.8615808486938477,29884,22331
1000000,0x0925dc74294d0028bcd9d6846431cc8c6bf2e91bc28289b733378314140b4d3d,7,2.932406425476074,44751,33640
1000000,0x5f147bde9d08d0506357c8eb123697b38324d13777294fc827139b3d72c7037e,7,6.358881950378418,96436,70551
1000000,0x18a8aade89648b5e17bca61341177ce7579c3a7256123270090ee1cfabbeda41,8,18.021559715270996,303974,222009